Actividad principal (CNAE-2009 a 1, 2 y 3 dígitos);Producto consumido;año;Total
271  Fabricación de motores, generadores y transformadores eléctricos, y de aparatos de distribución y control eléctrico (CNAE 27.1);Total consumos energéticos;2015;33.150
272 Fabricación de pilas y acumuladores eléctricos;Electricidad;2022;17.660
272 Fabricación de pilas y acumuladores eléctricos;Electricidad;2021;14.431
272 Fabricación de pilas y acumuladores eléctricos;Electricidad;2019;15.132
272 Fabricación de pilas y acumuladores eléctricos;Electricidad;2017;13.583
272 Fabricación de pilas y acumuladores eléctricos;Electricidad;2015;13.771
272 Fabricación de pilas y acumuladores eléctricos;Gas;2022;743
272 Fabricación de pilas y acumuladores eléctricos;Gas;2021;467
272 Fabricación de pilas y acumuladores eléctricos;Gas;2019;515
272 Fabricación de pilas y acumuladores eléctricos;Gas;2017;1.524
272 Fabricación de pilas y acumuladores eléctricos;Gas;2015;2.475
272 Fabricación de pilas y acumuladores eléctricos;Gasóleo;2022;1.939
272 Fabricación de pilas y acumuladores eléctricos;Gasóleo;2021;3
272 Fabricación de pilas y acumuladores eléctricos;Gasóleo;2019;9
272 Fabricación de pilas y acumuladores eléctricos;Gasóleo;2017;0
272 Fabricación de pilas y acumuladores eléctricos;Gasóleo;2015;821
272 Fabricación de pilas y acumuladores eléctricos;Fueloil;2022;0
272 Fabricación de pilas y acumuladores eléctricos;Fueloil;2021;0
272 Fabricación de pilas y acumuladores eléctricos;Fueloil;2019;0
272 Fabricación de pilas y acumuladores eléctricos;Fueloil;2017;0
272 Fabricación de pilas y acumuladores eléctricos;Fueloil;2015;0
272 Fabricación de pilas y acumuladores eléctricos;Otros productos petrolíferos;2022;0
272 Fabricación de pilas y acumuladores eléctricos;Otros productos petrolíferos;2021;0
272 Fabricación de pilas y acumuladores eléctricos;Otros productos petrolíferos;2019;0
272 Fabricación de pilas y acumuladores eléctricos;Otros productos petrolíferos;2017;0
272 Fabricación de pilas y acumuladores eléctricos;Otros productos petrolíferos;2015;0
272 Fabricación de pilas y acumuladores eléctricos;Carbón y coque;2022;0
272 Fabricación de pilas y acumuladores eléctricos;Carbón y coque;2021;0
272 Fabricación de pilas y acumuladores eléctricos;Carbón y coque;2019;0
272 Fabricación de pilas y acumuladores eléctricos;Carbón y coque;2017;0
272 Fabricación de pilas y acumuladores eléctricos;Carbón y coque;2015;0
272 Fabricación de pilas y acumuladores eléctricos;Biocombustibles;2022;0
272 Fabricación de pilas y acumuladores eléctricos;Biocombustibles;2021;0
272 Fabricación de pilas y acumuladores eléctricos;Biocombustibles;2019;0
272 Fabricación de pilas y acumuladores eléctricos;Biocombustibles;2017;0
272 Fabricación de pilas y acumuladores eléctricos;Biocombustibles;2015;0
272 Fabricación de pilas y acumuladores eléctricos;Calor y otros consumos energéticos;2022;0
272 Fabricación de pilas y acumuladores eléctricos;Calor y otros consumos energéticos;2021;0
272 Fabricación de pilas y acumuladores eléctricos;Calor y otros consumos energéticos;2019;34
272 Fabricación de pilas y acumuladores eléctricos;Calor y otros consumos energéticos;2017;35
272 Fabricación de pilas y acumuladores eléctricos;Calor y otros consumos energéticos;2015;10
272 Fabricación de pilas y acumuladores eléctricos;Total consumos energéticos;2022;20.343
272 Fabricación de pilas y acumuladores eléctricos;Total consumos energéticos;2021;14.901
272 Fabricación de pilas y acumuladores eléctricos;Total consumos energéticos;2019;15.690
272 Fabricación de pilas y acumuladores eléctricos;Total consumos energéticos;2017;15.143
272 Fabricación de pilas y acumuladores eléctricos;Total consumos energéticos;2015;17.078
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Electricidad;2022;62.920
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Electricidad;2021;38.435
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Electricidad;2019;29.741
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Electricidad;2017;26.050
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Electricidad;2015;27.257
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Gas;2022;2.283
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Gas;2021;1.162
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Gas;2019;1.736
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Gas;2017;1.787
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Gas;2015;2.497
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Gasóleo;2022;816
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Gasóleo;2021;815
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Gasóleo;2019;1.073
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Gasóleo;2017;886
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Gasóleo;2015;1.094
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Fueloil;2022;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Fueloil;2021;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Fueloil;2019;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Fueloil;2017;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Fueloil;2015;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Otros productos petrolíferos;2022;367
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Otros productos petrolíferos;2021;55
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Otros productos petrolíferos;2019;59
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Otros productos petrolíferos;2017;10
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Otros productos petrolíferos;2015;26
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Carbón y coque;2022;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Carbón y coque;2021;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Carbón y coque;2019;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Carbón y coque;2017;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Carbón y coque;2015;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Biocombustibles;2022;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Biocombustibles;2021;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Biocombustibles;2019;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Biocombustibles;2017;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Biocombustibles;2015;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Calor y otros consumos energéticos;2022;941
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Calor y otros consumos energéticos;2021;775
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Calor y otros consumos energéticos;2019;250
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Calor y otros consumos energéticos;2017;0
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Calor y otros consumos energéticos;2015;201
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Total consumos energéticos;2022;67.327
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Total consumos energéticos;2021;41.242
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Total consumos energéticos;2019;32.860
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Total consumos energéticos;2017;28.733
273 Fabricación de cables y dispositivos de cableado (CNAE 27.3);Total consumos energéticos;2015;31.076
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Electricidad;2022;13.655
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Electricidad;2021;11.242
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Electricidad;2019;12.499
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Electricidad;2017;13.913
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Electricidad;2015;13.440
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Gas;2022;1.809
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Gas;2021;1.181
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Gas;2019;1.475
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Gas;2017;1.346
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Gas;2015;1.461
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Gasóleo;2022;790
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Gasóleo;2021;642
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Gasóleo;2019;640
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Gasóleo;2017;1.212
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Gasóleo;2015;1.348
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Fueloil;2022;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Fueloil;2021;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Fueloil;2019;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Fueloil;2017;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Fueloil;2015;407
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Otros productos petrolíferos;2022;311
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Otros productos petrolíferos;2021;18
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Otros productos petrolíferos;2019;149
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Otros productos petrolíferos;2017;98
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Otros productos petrolíferos;2015;172
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Carbón y coque;2022;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Carbón y coque;2021;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Carbón y coque;2019;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Carbón y coque;2017;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Carbón y coque;2015;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Biocombustibles;2022;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Biocombustibles;2021;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Biocombustibles;2019;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Biocombustibles;2017;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Biocombustibles;2015;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Calor y otros consumos energéticos;2022;27
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Calor y otros consumos energéticos;2021;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Calor y otros consumos energéticos;2019;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Calor y otros consumos energéticos;2017;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Calor y otros consumos energéticos;2015;0
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Total consumos energéticos;2022;16.592
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Total consumos energéticos;2021;13.084
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Total consumos energéticos;2019;14.762
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Total consumos energéticos;2017;16.568
274 Fabricación de lámparas y aparatos eléctricos de iluminación (CNAE 27.4);Total consumos energéticos;2015;16.828
275 Fabricación de aparatos domésticos (CNAE 27.5);Electricidad;2022;32.809
275 Fabricación de aparatos domésticos (CNAE 27.5);Electricidad;2021;15.937
275 Fabricación de aparatos domésticos (CNAE 27.5);Electricidad;2019;13.938
275 Fabricación de aparatos domésticos (CNAE 27.5);Electricidad;2017;14.693
275 Fabricación de aparatos domésticos (CNAE 27.5);Electricidad;2015;15.687
275 Fabricación de aparatos domésticos (CNAE 27.5);Gas;2022;6.669
275 Fabricación de aparatos domésticos (CNAE 27.5);Gas;2021;2.403
275 Fabricación de aparatos domésticos (CNAE 27.5);Gas;2019;2.382
275 Fabricación de aparatos domésticos (CNAE 27.5);Gas;2017;2.179
275 Fabricación de aparatos domésticos (CNAE 27.5);Gas;2015;3.473
275 Fabricación de aparatos domésticos (CNAE 27.5);Gasóleo;2022;841
275 Fabricación de aparatos domésticos (CNAE 27.5);Gasóleo;2021;869
275 Fabricación de aparatos domésticos (CNAE 27.5);Gasóleo;2019;930
275 Fabricación de aparatos domésticos (CNAE 27.5);Gasóleo;2017;1.021
275 Fabricación de aparatos domésticos (CNAE 27.5);Gasóleo;2015;918
275 Fabricación de aparatos domésticos (CNAE 27.5);Fueloil;2022;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Fueloil;2021;4
275 Fabricación de aparatos domésticos (CNAE 27.5);Fueloil;2019;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Fueloil;2017;87
275 Fabricación de aparatos domésticos (CNAE 27.5);Fueloil;2015;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Otros productos petrolíferos;2022;246
275 Fabricación de aparatos domésticos (CNAE 27.5);Otros productos petrolíferos;2021;208
275 Fabricación de aparatos domésticos (CNAE 27.5);Otros productos petrolíferos;2019;166
275 Fabricación de aparatos domésticos (CNAE 27.5);Otros productos petrolíferos;2017;71
275 Fabricación de aparatos domésticos (CNAE 27.5);Otros productos petrolíferos;2015;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Carbón y coque;2022;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Carbón y coque;2021;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Carbón y coque;2019;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Carbón y coque;2017;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Carbón y coque;2015;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Biocombustibles;2022;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Biocombustibles;2021;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Biocombustibles;2019;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Biocombustibles;2017;33
275 Fabricación de aparatos domésticos (CNAE 27.5);Biocombustibles;2015;7
275 Fabricación de aparatos domésticos (CNAE 27.5);Calor y otros consumos energéticos;2022;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Calor y otros consumos energéticos;2021;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Calor y otros consumos energéticos;2019;359
275 Fabricación de aparatos domésticos (CNAE 27.5);Calor y otros consumos energéticos;2017;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Calor y otros consumos energéticos;2015;0
275 Fabricación de aparatos domésticos (CNAE 27.5);Total consumos energéticos;2022;40.565
275 Fabricación de aparatos domésticos (CNAE 27.5);Total consumos energéticos;2021;19.421
275 Fabricación de aparatos domésticos (CNAE 27.5);Total consumos energéticos;2019;17.775
275 Fabricación de aparatos domésticos (CNAE 27.5);Total consumos energéticos;2017;18.084
275 Fabricación de aparatos domésticos (CNAE 27.5);Total consumos energéticos;2015;20.085
279 Fabricación de otro material y equipo eléctrico;Electricidad;2022;55.285
279 Fabricación de otro material y equipo eléctrico;Electricidad;2021;33.055
279 Fabricación de otro material y equipo eléctrico;Electricidad;2019;23.677
279 Fabricación de otro material y equipo eléctrico;Electricidad;2017;26.197
279 Fabricación de otro material y equipo eléctrico;Electricidad;2015;28.281
279 Fabricación de otro material y equipo eléctrico;Gas;2022;24.237
279 Fabricación de otro material y equipo eléctrico;Gas;2021;3.450
279 Fabricación de otro material y equipo eléctrico;Gas;2019;6.787
279 Fabricación de otro material y equipo eléctrico;Gas;2017;7.815
279 Fabricación de otro material y equipo eléctrico;Gas;2015;8.535
279 Fabricación de otro material y equipo eléctrico;Gasóleo;2022;1.708
279 Fabricación de otro material y equipo eléctrico;Gasóleo;2021;1.016
279 Fabricación de otro material y equipo eléctrico;Gasóleo;2019;1.524
279 Fabricación de otro material y equipo eléctrico;Gasóleo;2017;4.630
279 Fabricación de otro material y equipo eléctrico;Gasóleo;2015;4.874
279 Fabricación de otro material y equipo eléctrico;Fueloil;2022;0
279 Fabricación de otro material y equipo eléctrico;Fueloil;2021;139
279 Fabricación de otro material y equipo eléctrico;Fueloil;2019;363
279 Fabricación de otro material y equipo eléctrico;Fueloil;2017;0
279 Fabricación de otro material y equipo eléctrico;Fueloil;2015;0
279 Fabricación de otro material y equipo eléctrico;Otros productos petrolíferos;2022;89
279 Fabricación de otro material y equipo eléctrico;Otros productos petrolíferos;2021;96
279 Fabricación de otro material y equipo eléctrico;Otros productos petrolíferos;2019;75
279 Fabricación de otro material y equipo eléctrico;Otros productos petrolíferos;2017;0
279 Fabricación de otro material y equipo eléctrico;Otros productos petrolíferos;2015;282
279 Fabricación de otro material y equipo eléctrico;Carbón y coque;2022;0
279 Fabricación de otro material y equipo eléctrico;Carbón y coque;2021;0
279 Fabricación de otro material y equipo eléctrico;Carbón y coque;2019;0
279 Fabricación de otro material y equipo eléctrico;Carbón y coque;2017;0
279 Fabricación de otro material y equipo eléctrico;Carbón y coque;2015;0
279 Fabricación de otro material y equipo eléctrico;Biocombustibles;2022;33
279 Fabricación de otro material y equipo eléctrico;Biocombustibles;2021;0
279 Fabricación de otro material y equipo eléctrico;Biocombustibles;2019;0
279 Fabricación de otro material y equipo eléctrico;Biocombustibles;2017;0
279 Fabricación de otro material y equipo eléctrico;Biocombustibles;2015;25
279 Fabricación de otro material y equipo eléctrico;Calor y otros consumos energéticos;2022;15
279 Fabricación de otro material y equipo eléctrico;Calor y otros consumos energéticos;2021;0
279 Fabricación de otro material y equipo eléctrico;Calor y otros consumos energéticos;2019;0
279 Fabricación de otro material y equipo eléctrico;Calor y otros consumos energéticos;2017;10
279 Fabricación de otro material y equipo eléctrico;Calor y otros consumos energéticos;2015;0
279 Fabricación de otro material y equipo eléctrico;Total consumos energéticos;2022;81.367
279 Fabricación de otro material y equipo eléctrico;Total consumos energéticos;2021;37.757
279 Fabricación de otro material y equipo eléctrico;Total consumos energéticos;2019;32.425
279 Fabricación de otro material y equipo eléctrico;Total consumos energéticos;2017;38.653
279 Fabricación de otro material y equipo eléctrico;Total consumos energéticos;2015;41.997
28 Maquinaria y equipo mecánico (CNAE 28);Electricidad;2022;172.252
28 Maquinaria y equipo mecánico (CNAE 28);Electricidad;2021;98.215
28 Maquinaria y equipo mecánico (CNAE 28);Electricidad;2019;90.919
28 Maquinaria y equipo mecánico (CNAE 28);Electricidad;2017;84.622
28 Maquinaria y equipo mecánico (CNAE 28);Electricidad;2015;95.017
28 Maquinaria y equipo mecánico (CNAE 28);Gas;2022;36.707
28 Maquinaria y equipo mecánico (CNAE 28);Gas;2021;18.636
28 Maquinaria y equipo mecánico (CNAE 28);Gas;2019;17.785
28 Maquinaria y equipo mecánico (CNAE 28);Gas;2017;16.150
28 Maquinaria y equipo mecánico (CNAE 28);Gas;2015;19.306
28 Maquinaria y equipo mecánico (CNAE 28);Gasóleo;2022;16.748
28 Maquinaria y equipo mecánico (CNAE 28);Gasóleo;2021;15.887
28 Maquinaria y equipo mecánico (CNAE 28);Gasóleo;2019;23.241
28 Maquinaria y equipo mecánico (CNAE 28);Gasóleo;2017;18.734
28 Maquinaria y equipo mecánico (CNAE 28);Gasóleo;2015;17.652
28 Maquinaria y equipo mecánico (CNAE 28);Fueloil;2022;998
28 Maquinaria y equipo mecánico (CNAE 28);Fueloil;2021;830
28 Maquinaria y equipo mecánico (CNAE 28);Fueloil;2019;515
28 Maquinaria y equipo mecánico (CNAE 28);Fueloil;2017;200
28 Maquinaria y equipo mecánico (CNAE 28);Fueloil;2015;314
28 Maquinaria y equipo mecánico (CNAE 28);Otros productos petrolíferos;2022;8.682
28 Maquinaria y equipo mecánico (CNAE 28);Otros productos petrolíferos;2021;4.335
28 Maquinaria y equipo mecánico (CNAE 28);Otros productos petrolíferos;2019;3.023
28 Maquinaria y equipo mecánico (CNAE 28);Otros productos petrolíferos;2017;1.835
28 Maquinaria y equipo mecánico (CNAE 28);Otros productos petrolíferos;2015;1.564
28 Maquinaria y equipo mecánico (CNAE 28);Carbón y coque;2022;0
28 Maquinaria y equipo mecánico (CNAE 28);Carbón y coque;2021;0
28 Maquinaria y equipo mecánico (CNAE 28);Carbón y coque;2019;0
28 Maquinaria y equipo mecánico (CNAE 28);Carbón y coque;2017;0
28 Maquinaria y equipo mecánico (CNAE 28);Carbón y coque;2015;0
28 Maquinaria y equipo mecánico (CNAE 28);Biocombustibles;2022;655
28 Maquinaria y equipo mecánico (CNAE 28);Biocombustibles;2021;536
28 Maquinaria y equipo mecánico (CNAE 28);Biocombustibles;2019;51
28 Maquinaria y equipo mecánico (CNAE 28);Biocombustibles;2017;840
28 Maquinaria y equipo mecánico (CNAE 28);Biocombustibles;2015;19
28 Maquinaria y equipo mecánico (CNAE 28);Calor y otros consumos energéticos;2022;687
28 Maquinaria y equipo mecánico (CNAE 28);Calor y otros consumos energéticos;2021;920
28 Maquinaria y equipo mecánico (CNAE 28);Calor y otros consumos energéticos;2019;463
28 Maquinaria y equipo mecánico (CNAE 28);Calor y otros consumos energéticos;2017;473
28 Maquinaria y equipo mecánico (CNAE 28);Calor y otros consumos energéticos;2015;704
28 Maquinaria y equipo mecánico (CNAE 28);Total consumos energéticos;2022;236.728
28 Maquinaria y equipo mecánico (CNAE 28);Total consumos energéticos;2021;139.359
28 Maquinaria y equipo mecánico (CNAE 28);Total consumos energéticos;2019;135.998
28 Maquinaria y equipo mecánico (CNAE 28);Total consumos energéticos;2017;122.853
28 Maquinaria y equipo mecánico (CNAE 28);Total consumos energéticos;2015;134.576
281 Fabricación de maquinaria de uso general (CNAE 28.1);Electricidad;2022;60.116
281 Fabricación de maquinaria de uso general (CNAE 28.1);Electricidad;2021;30.694
281 Fabricación de maquinaria de uso general (CNAE 28.1);Electricidad;2019;27.401
281 Fabricación de maquinaria de uso general (CNAE 28.1);Electricidad;2017;23.832
281 Fabricación de maquinaria de uso general (CNAE 28.1);Electricidad;2015;31.031
281 Fabricación de maquinaria de uso general (CNAE 28.1);Gas;2022;10.377
281 Fabricación de maquinaria de uso general (CNAE 28.1);Gas;2021;4.825
281 Fabricación de maquinaria de uso general (CNAE 28.1);Gas;2019;4.699
281 Fabricación de maquinaria de uso general (CNAE 28.1);Gas;2017;3.838
281 Fabricación de maquinaria de uso general (CNAE 28.1);Gas;2015;5.820
281 Fabricación de maquinaria de uso general (CNAE 28.1);Gasóleo;2022;1.197
281 Fabricación de maquinaria de uso general (CNAE 28.1);Gasóleo;2021;1.659
281 Fabricación de maquinaria de uso general (CNAE 28.1);Gasóleo;2019;1.901
281 Fabricación de maquinaria de uso general (CNAE 28.1);Gasóleo;2017;1.259
281 Fabricación de maquinaria de uso general (CNAE 28.1);Gasóleo;2015;1.559
281 Fabricación de maquinaria de uso general (CNAE 28.1);Fueloil;2022;523
281 Fabricación de maquinaria de uso general (CNAE 28.1);Fueloil;2021;487
281 Fabricación de maquinaria de uso general (CNAE 28.1);Fueloil;2019;425
281 Fabricación de maquinaria de uso general (CNAE 28.1);Fueloil;2017;197
281 Fabricación de maquinaria de uso general (CNAE 28.1);Fueloil;2015;155
281 Fabricación de maquinaria de uso general (CNAE 28.1);Otros productos petrolíferos;2022;537
281 Fabricación de maquinaria de uso general (CNAE 28.1);Otros productos petrolíferos;2021;469
281 Fabricación de maquinaria de uso general (CNAE 28.1);Otros productos petrolíferos;2019;768
281 Fabricación de maquinaria de uso general (CNAE 28.1);Otros productos petrolíferos;2017;169
281 Fabricación de maquinaria de uso general (CNAE 28.1);Otros productos petrolíferos;2015;264
281 Fabricación de maquinaria de uso general (CNAE 28.1);Carbón y coque;2022;0
281 Fabricación de maquinaria de uso general (CNAE 28.1);Carbón y coque;2021;0
281 Fabricación de maquinaria de uso general (CNAE 28.1);Carbón y coque;2019;0
281 Fabricación de maquinaria de uso general (CNAE 28.1);Carbón y coque;2017;0
281 Fabricación de maquinaria de uso general (CNAE 28.1);Carbón y coque;2015;0
281 Fabricación de maquinaria de uso general (CNAE 28.1);Biocombustibles;2022;3
281 Fabricación de maquinaria de uso general (CNAE 28.1);Biocombustibles;2021;494
281 Fabricación de maquinaria de uso general (CNAE 28.1);Biocombustibles;2019;7
281 Fabricación de maquinaria de uso general (CNAE 28.1);Biocombustibles;2017;756
281 Fabricación de maquinaria de uso general (CNAE 28.1);Biocombustibles;2015;0
281 Fabricación de maquinaria de uso general (CNAE 28.1);Calor y otros consumos energéticos;2022;370
281 Fabricación de maquinaria de uso general (CNAE 28.1);Calor y otros consumos energéticos;2021;245
281 Fabricación de maquinaria de uso general (CNAE 28.1);Calor y otros consumos energéticos;2019;187
281 Fabricación de maquinaria de uso general (CNAE 28.1);Calor y otros consumos energéticos;2017;19
281 Fabricación de maquinaria de uso general (CNAE 28.1);Calor y otros consumos energéticos;2015;13
281 Fabricación de maquinaria de uso general (CNAE 28.1);Total consumos energéticos;2022;73.123
281 Fabricación de maquinaria de uso general (CNAE 28.1);Total consumos energéticos;2021;38.873
281 Fabricación de maquinaria de uso general (CNAE 28.1);Total consumos energéticos;2019;35.388
281 Fabricación de maquinaria de uso general (CNAE 28.1);Total consumos energéticos;2017;30.069
281 Fabricación de maquinaria de uso general (CNAE 28.1);Total consumos energéticos;2015;38.842
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Electricidad;2022;50.844
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Electricidad;2021;31.516
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Electricidad;2019;29.269
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Electricidad;2017;27.529
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Electricidad;2015;29.871
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Gas;2022;12.268
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Gas;2021;7.221
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Gas;2019;6.121
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Gas;2017;6.319
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Gas;2015;6.286
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Gasóleo;2022;6.959
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Gasóleo;2021;5.772
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Gasóleo;2019;11.575
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Gasóleo;2017;9.592
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Gasóleo;2015;8.586
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Fueloil;2022;294
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Fueloil;2021;342
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Fueloil;2019;80
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Fueloil;2017;0
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Fueloil;2015;142
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Otros productos petrolíferos;2022;3.682
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Otros productos petrolíferos;2021;2.068
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Otros productos petrolíferos;2019;1.532
